0,0.000000,4.8480,63.3851,0.0000,68.2331
0,0.000000,4.4281,63.4200,0.0000,67.8481
0,0.000000,4.5740,63.4060,0.0000,67.9800
0,0.000000,4.5793,63.3792,0.0000,67.9585
0,0.000000,4.6229,63.3884,0.0000,68.0113
0,0.000000,4.5414,63.4498,0.0000,67.9911
0,0.000000,4.4905,63.3286,0.0000,67.8191
0,0.000000,4.5614,63.4345,0.0000,67.9959
0,0.000000,4.5447,63.2876,0.0000,67.8323
0,0.000000,4.3430,63.3939,0.0000,67.7369
0,0.000000,4.6145,63.3618,0.0000,67.9763
0,0.000000,4.5308,63.2848,0.0000,67.8156
0,0.000000,4.5317,63.3607,0.0000,67.8924
0,0.000000,4.9438,63.3752,0.0000,68.3190
0,0.000000,4.7222,63.4093,0.0000,68.1315
0,0.000000,4.7104,63.3616,0.0000,68.0720
0,0.000000,4.7388,63.3371,0.0000,68.0759
0,0.000000,4.8072,63.3538,0.0000,68.1610
0,0.000000,4.4527,63.3612,0.0000,67.8139
0,0.000000,4.4786,63.3997,0.0000,67.8783
0,0.000000,4.7136,63.3629,0.0000,68.0765
0,0.000000,4.4380,63.4004,0.0000,67.8384
0,0.000000,4.5437,63.3322,0.0000,67.8759
0,0.000000,4.5689,63.3441,0.0000,67.9130
0,0.000000,4.6119,63.4204,0.0000,68.0323
0,0.000000,4.3634,63.3714,0.0000,67.7348
0,0.000000,4.6793,63.4501,0.0000,68.1293
0,0.000000,4.5653,63.3801,0.0000,67.9454
0,0.000000,4.3741,63.3754,0.0000,67.7495
0,0.000000,4.4264,63.3293,0.0000,67.7557
0,0.000000,4.4948,63.3771,0.0000,67.8719
0,0.000000,4.5968,63.3497,0.0000,67.9464
0,0.000000,4.5315,63.3963,0.0000,67.9278
0,0.000000,4.5378,63.3331,0.0000,67.8709
0,0.000000,4.4936,63.3470,0.0000,67.8405
0,0.000000,4.8387,63.4444,0.0000,68.2831
0,0.000000,4.7209,63.4273,0.0000,68.1482
0,0.000000,4.7632,63.3412,0.0000,68.1045
0,0.000000,4.8816,63.3441,0.0000,68.2257
0,0.000001,4.5180,63.2991,0.0000,67.8171
0,0.000001,4.6518,63.3252,0.0000,67.9770
0,0.000001,4.6134,63.3084,0.0000,67.9219
0,0.000001,4.7648,63.3151,0.0000,68.0799
0,0.000001,4.5075,63.2978,0.0000,67.8053
0,0.000001,4.4800,63.3244,0.0000,67.8045
0,0.000001,4.7893,63.2584,0.0000,68.0476
0,0.000001,4.4783,63.2367,0.0000,67.7151
0,0.000001,4.6053,63.2024,0.0000,67.8077
0,0.000001,4.3055,63.1534,0.0000,67.4589
0,0.000001,4.5706,63.2351,0.0000,67.8058
0,0.000001,4.7309,63.2325,0.0000,67.9634
0,0.000001,4.6932,63.1034,0.0000,67.7967
0,0.000000,4.7670,67.9447,0.0000,72.7117
0,0.000000,4.6323,67.8726,0.0000,72.5049
0,0.000000,4.9001,67.8634,0.0000,72.7635
0,0.000000,4.5665,67.8903,0.0000,72.4568
0,0.000000,4.7639,67.8913,0.0000,72.6551
0,0.000000,4.7161,67.8124,0.0000,72.5285
0,0.000000,4.8242,67.8850,0.0000,72.7092
0,0.000000,4.6251,67.8278,0.0000,72.4529
0,0.000000,4.7111,67.8910,0.0000,72.6021
0,0.000000,4.6748,67.9065,0.0000,72.5812
0,0.000000,4.8323,67.8239,0.0000,72.6562
0,0.000000,5.0652,67.8568,0.0000,72.9220
0,0.000000,4.7229,67.8642,0.0000,72.5871
0,0.000000,4.9069,67.8577,0.0000,72.7646
0,0.000000,4.6338,67.8896,0.0000,72.5235
